Authors;Title;Abstract;Author Keywords
"Spycher N., Portmann E.";"Customized mashups for improved reputation visualization";"This document describes a possible use for the YouReputation API. A mashup combining the YouReputation and the Flickr APIs attempts to improve the visualization of reputation. First, this paper gives an introduction to Web services and APIs and further explains the developed prototype. This paper introduces an API that can be easily combined with other APIs to improve the representation of reputation terms and therefore enhance usability and design. © 2012 IEEE."
"Zeidler C., Müller J., Lutteroth C., Weber G.";"Comparing the usability of grid-bag and constraint-based layouts";"While the usability of GUI design methods has been studied in general, the usability of layout specification methods is largely unexplored. In this paper we provide an empirical comparison of two popular GUI layout models, grid-bag layout and constraint-based layout. While the grid-bag layout is a powerful layout model, the constraint-based layout is able to generate even more general and flexible layout configurations. We performed a controlled experiment with postgraduate students of Computer Science and Software Engineering, measuring efficiency, accuracy and preference for typical layout specification and editing tasks. The results show significant differences between both layout models: the initial specification of GUIs is faster with a grid-bag layout whereas editing of existing complex layouts is faster and more accurate with a constraint-based layout. The study shows that constraint-based layout, although it may seem more complicated at first glance, can compete with and in some cases even outperform more conventional techniques in terms of their usability. © 2012 ACM.";"API, empiric evaluation, layout, usability"
"Podziewski A., Litwiniuk K., Legierski J.";"E-health oriented application for mobile phones";"This paper presents the idea of using mobile operators APIs with an e-health usage scenario. Since numerous elderly people are going missing every year, proposed emergency location service presents a way in which mobile operators' networks, the Internet and possibilities given by rapid improvement of phones' functionalities can converge in order to relieve the problem. The description of presented solution is supplemented with sets of accuracy measurements and usability tests, conducted during test deployment. The results confirm usability potential of the service, giving green light for further research and development. Still, in order to make the service reliable, the algorithms used to determine location and detect falls need to be improved. The article presents a method, which may be used to improve the location accuracy.";"API exposure, E-health, SDP, Service delivery platform, Telco 2.0"
"[No author name available]";"Proceedings of the 1st ACM SIGSPATIAL International Workshop on Mobile Geographic Information Systems, MobiGIS 2012 - In Conjunction with the 20th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems, GIS 2012";"The proceedings contain 14 papers. The topics discussed include: interactive traffic-aware route search on smartphones, trafficpulse : a mobile GISystem for transportation, improving unreliable mobile GIS with swarm-based particle filters, mining future spatiotemporal events and their sentiment from online news articles for location-aware recommendation system, evaluation of fine-granular GPS tracking on smartphones, duking it out at the smartphone mobile app mapping API corral: apple, google, and the competition, SALS: semantics-aware location sharing based on cloaking zone in mobile social networks, when and where next: individual mobility prediction, heuristics & usability of virtual attack points for pedestrian navigation: user study using paper-prototyping, a comparison of first- and second-order HMMs in the task of predicting the next locations of mobile individuals, and uncaught signal imputation for accuracy enhancement of WLAN-based positioning systems."
"Mishne A., Shoham S., Yahav E.";"Typestate-based semantic code search over partial programs";"We present a novel code search approach for answering queries focused on API-usage with code showing how the API should be used. To construct a search index, we develop new techniques for statically mining and consolidating temporal API specifications from code snippets. In contrast to existing semanticbased techniques, our approach handles partial programs in the form of code snippets. Handling snippets allows us to consume code from various sources such as parts of open source projects, educational resources (e.g. tutorials), and expert code sites. To handle code snippets, our approach (i) extracts a possibly partial temporal specification from each snippet using a relatively precise static analysis tracking a generalized notion of typestate, and (ii) consolidates the partial temporal specifications, combining consistent partial information to yield consolidated temporal specifications, each of which captures a full(er) usage scenario. To answer a search query, we define a notion of relaxed inclusion matching a query against temporal specifications and their corresponding code snippets. We have implemented our approach in a tool called PRIME and applied it to search for API usage of several challenging APIs. PRIME was able to analyze and consolidate thousands of snippets per tested API, and our results indicate that the combination of a relatively precise analysis and consolidation allowed PRIME to answer challenging queries effectively.";"Code Search Engine, Ranking Code Samples, Specification Mining, Static Analysis, Typestate"
"Mayer C., Hanenberg S., Robbes R., Tanter É., Stefik A.";"An empirical study of the influence of static type systems on the usability of undocumented software";"Although the study of static and dynamic type systems plays a major role in research, relatively little is known about the impact of type systems on software development. Perhaps one of the more common arguments for static type systems in languages such as Java or C++ is that they require developers to annotate their code with type names, which is thus claimed to improve the documentation of software. In contrast, one common argument against static type systems is that they decrease flexibility, which may make them harder to use. While these arguments are found in the literature, rigorous empirical evidence is lacking. We report on a controlled experiment where 27 subjects performed programming tasks on an undocumented API with a static type system (requiring type annotations) as well as a dynamic type system (which does not). Our results show that for some tasks, programmers had faster completion times using a static type system, while for others, the opposite held. We conduct an exploratory study to try and theorize why.";"Empirical research, Programming languages, Type systems"
"[No author name available]";"Human-Centered Software Engineering - 4th International Conference, HCSE 2012, Proceedings";"The proceedings contain 28 papers. The topics discussed include: a compositional model for gesture definition, a development process for usable large scale interactive critical systems: application to satellite ground segments, agile user experience development in a large software organization: good expertise but limited impact, smartphone applications usability evaluation: a hybrid model and its implementation, methods towards API usability: a structural analysis of usability problem categories, putting dementia into context: a selective literature review of assistive applications for users with dementia and their caregivers, puzzle: a visual-based environment for end user development in touch-based mobile phones, towards conflict management in user interface composition driven by business needs, a model for assessing organizational learning in software development organizations, and a personality based design approach using subgroup discovery."
"Grill T., Polacek O., Tscheligi M.";"Methods towards API usability: A structural analysis of usability problem categories";"The usability of Application Programming Interfaces (APIs) is one of the main factors defining the success of a software based framework. Research in the area of human computer interaction (HCI) currently mainly focuses on end-user usability and only little research has been done regarding the usability of APIs. In this paper, we present a methodology on how to use and combine HCI methods with the goal to evaluate the usability of APIs. The methodology consist of three phases - a heuristic evaluation, a developer workshop and interviews. We setup a case-study according to the methodology, in which we are evaluating the usability of a service-oriented framework API. The goal was to explore different HCI methods and compare the applicability of such methods to find usability problems in an API. The case-study combined qualitative and quantitative methods in order to investigate the usability and intuitiveness of the API itself. It allowed us to identify relevant problem areas for usability related issues that could be mapped to specific types of HCI methods. Examples for this are e.g. structural problems, which are identified mainly in inspection methods, while problems regarding errors and exception handling are mainly identified during the hands-on example part of the developer workshops conducted. The resulting problem areas allow us to develop a first classification of API related usability problems that are making the relevancy of usability issues for APIs more explicit and applicable. © 2012 Springer-Verlag.";"API, Contextual Interaction Framework, HCI, Usability"
"Lee M., Jo H., Choi D.H.";"Towards high performance and usability programming model for heterogeneous HPC platforms";"Latest High Performance Computing (HPC) platforms are built with heterogeneous chips such as multicore microprocessors and multicore GPUs (Graphic Processing units), thus they are commonly called as Heterogeneous High Performance Computing (HPC) platforms. Various programming models have been developed and proposed for heterogeneous platforms. However, their wide adoption in the user community is predicted to be limited, because of low performance, low usability due to revealing architectural details in the program which burdens the programmers, and most importantly the limited SIMD execution model which relies on the GPU for most of the computations in the program which can limit the performance. Thus a more general programming model beyond SIMD which is easy to use and leads to high performance needs to be developed. In this paper, we propose methods to achieve this goal by considering all types of parallelism according to Flynn's classification (SIMD, MIMD, MISD). Our proposed methods incorporate these parallelisms in the existing high usability programming models and can lead to significant performance improvements. © 2012 AICIT.";"CUDA, Heterogenesou HP platformC, OpenACC, OpenMP, programming model"
"Farhadi-Niaki F., GhasemAghaei R., Arya A.";"Empirical study of a vision-based depth-sensitive human-computer interaction system";"This paper proposes the results of a user study on vision-based depth-sensitive input system for performing typical desktop tasks through arm gestures. We have developed a vision-based HCI prototype to be used for our comprehensive usability study. Using the Kinect 3D camera and OpenNI software library we implemented our system with high stability and efficiency by decreasing the ambient disturbing factors such as noise or light condition dependency. In our prototype, we designed a capable algorithm using NITE toolkit to recognize arm gestures. Finally, through a comprehensive user experiment we compared our natural arm gestures to the conventional input devices (mouse/keyboard), for simple and complicated tasks, and in two different situations (small and big-screen displays) for precision, efficiency, ease-of-use, pleasantness, fatigue, naturalness, and overall satisfaction to verify the following hypothesis: on a WIMP user interface, the gesture-based input is superior to mouse/keyboard when using big-screen. Our empirical investigation also proves that gestures are more natural and pleasant to be used than mouse/keyboard. However, arm gestures can cause more fatigue than mouse. Copyright 2012 ACM.";"3D, Gesture interaction, HCI, Usability, Vision"
"Selmeci A., Orosz T.";"SAP remote communications";"SAP implemented a very deep level synchronous connection type based on industry standards, but early enough, in the first releases SAP enhanced this to Remote Function Call protocol and technology. The Remote Function Call technology opened the system to other SAP systems or external applications. Remote function call (RFC) is the fundamental technique for many different communication approaches within SAP solutions. Our document tries to uncover the different capabilities and usability of the SAP communication types like CPI-C, RFC, Q-API, tRFC, etc. In our study we figured out that main points of remote communication usage in a heterogeneous environment where SAP also in place are the business level communication from other SAP system or external application via business application programming interface (BAPI), and the loosely coupled distributed system environment, the ALE (application link enabling) communications based on RFCs. ©2012 IEEE.";"BAPI, CPI-C, ERP, QAPI, Remote communication, RFC"
"Mishne A., Shoham S., Yahav E.";"Typestate-based semantic code search over partial programs";"We present a novel code search approach for answering queries focused on API-usage with code showing how the API should be used. To construct a search index, we develop new techniques for statically mining and consolidating temporal API specifications from code snippets. In contrast to existing semanticbased techniques, our approach handles partial programs in the form of code snippets. Handling snippets allows us to consume code from various sources such as parts of open source projects, educational resources (e.g. tutorials), and expert code sites. To handle code snippets, our approach (i) extracts a possibly partial temporal specification from each snippet using a relatively precise static analysis tracking a generalized notion of typestate, and (ii) consolidates the partial temporal specifications, combining consistent partial information to yield consolidated temporal specifications, each of which captures a full(er) usage scenario. To answer a search query, we define a notion of relaxed inclusion matching a query against temporal specifications and their corresponding code snippets. We have implemented our approach in a tool called PRIME and applied it to search for API usage of several challenging APIs. PRIME was able to analyze and consolidate thousands of snippets per tested API, and our results indicate that the combination of a relatively precise analysis and consolidation allowed PRIME to answer challenging queries effectively. Copyright © 2012 ACM.";"Code Search Engine, Ranking Code Samples, Specification Mining, Static Analysis, Typestate"
"Lee M., Jo H., Choi D.H.";"Towards high performance and usability programming methodology for heterogeneous HPC architectures";"Various programming models have been developed and proposed for the latest heterogeneous High Performance Computing (HPC) platforms built using heterogeneous chips such as multicore microprocessors and multicore GPUs (Graphic Processing units). However, their wide adoption in the user community is predicted to be limited, because of low performance, low usability due to revealing architectural details in the program which burdens the programmers, and most importantly the limited SIMD execution model using the GPU as the main computation engine which can limit the performance in non-SIMD friendly applications. A more general programming methodology which is easy to use and leads to high performance by incorporating parallelism beyond SIMD needs to be developed. In this paper, we propose methods to achieve this goal in two ways. First, we leverage existing highly usable parallel programming models such as OpenMP and OpenACC which is recently released to become a new standard API for accelerator programming including GPUs. Second, we consider parallelism other than SIMD (MIMD, MISD) in the heterogeneous parallel program to further the performance beyond what users can currently achieve using existing proprietary APIs such as CUDA. Our proposed methodolody can thus lead to high usability and high performance for programs parallelized on heterogeneous HPC platforms.";"Heterogeneous HPC architecture, OpenACC, OpenMP, Programming methodology"
"Mayer C., Hanenberg S., Robbes R., Tanter E., Stefik A.";"An empirical study of the influence of static type systems on the usability of undocumented software";"Although the study of static and dynamic type systems plays a major role in research, relatively little is known about the impact of type systems on software development. Perhaps one of the more common arguments for static type systems in languages such as Java or C++ is that they require developers to annotate their code with type names, which is thus claimed to improve the documentation of software. In contrast, one common argument against static type systems is that they decrease flexibility, which may make them harder to use. While these arguments are found in the literature, rigorous empirical evidence is lacking. We report on a controlled experiment where 27 subjects performed programming tasks on an undocumented API with a static type system (requiring type annotations) as well as a dynamic type system (which does not). Our results show that for some tasks, programmers had faster completion times using a static type system, while for others, the opposite held. We conduct an exploratory study to try and theorize why. Copyright © 2012 ACM.";"Empirical research, Programming languages, Type systems"
"Mishima H., Aerts J., Katayama T., Bonnal R.J.P., Yoshiura K.-I.";"The Ruby UCSC API: Accessing the UCSC genome database using Ruby";"Background: The University of California, Santa Cruz (UCSC) genome database is among the most used sources of genomic annotation in human and other organisms. The database offers an excellent web-based graphical user interface (the UCSC genome browser) and several means for programmatic queries. A simple application programming interface (API) in a scripting language aimed at the biologist was however not yet available. Here, we present the Ruby UCSC API, a library to access the UCSC genome database using Ruby.Results: The API is designed as a BioRuby plug-in and built on the ActiveRecord 3 framework for the object-relational mapping, making writing SQL statements unnecessary. The current version of the API supports databases of all organisms in the UCSC genome database including human, mammals, vertebrates, deuterostomes, insects, nematodes, and yeast.The API uses the bin index-if available-when querying for genomic intervals. The API also supports genomic sequence queries using locally downloaded *.2bit files that are not stored in the official MySQL database. The API is implemented in pure Ruby and is therefore available in different environments and with different Ruby interpreters (including JRuby).Conclusions: Assisted by the straightforward object-oriented design of Ruby and ActiveRecord, the Ruby UCSC API will facilitate biologists to query the UCSC genome database programmatically. The API is available through the RubyGem system. Source code and documentation are available at https://github.com/misshie/bioruby-ucsc-api/ under the Ruby license. Feedback and help is provided via the website at http://rubyucscapi.userecho.com/. © 2012 Mishima et al., licensee BioMed Central Ltd."
"Rupakheti C.R., Hou D.";"Evaluating forum discussions to inform the design of an API critic";"Learning to use a software framework and its API (Application Programming Interfaces) can be a major endeavor for novices. To help, we have built a critic to advise the use of an API based on the formal semantics of the API. Specifically, the critic offers advice when the symbolic state of the API client code triggers any API usage rules. To assess to what extent our critic can help solve practical API usage problems and what kinds of API usage rules can be formulated, we manually analyzed 150 discussion threads from the Java Swing forum. We categorize the discussion threads according to how they can be helped by the critic. We find that API problems of the same nature appear repeatedly in the forum, and that API problems of the same nature can be addressed by implementing a new API usage rule for the critic. We characterize the set of discovered API usage rules as a whole. Unlike past empirical studies that focus on answering why frameworks and APIs are hard to learn, ours is the first designed to produce systematic data that have been directly used to build an API support tool. © 2012 IEEE.";"APIs, AWT/Swing, Critic, Java, Online Forum Discussions, Software Frameworks, Symbolic Execution"
"Rupakheti C.R., Hou D.";"CriticAL: A critic for APIs and libraries";"It is well-known that APIs can be hard to learn and use. Although search tools can help find related code examples, API novices still face other significant challenges such as evaluating the relevance of the search results. To help address the broad problems of finding, understanding, and debugging API-based solutions, we have built a critic system that offers recommendations, explanations, and criticisms for API client code. Our critic takes API usage rules as input, performs symbolic execution to check that the client code has followed these rules properly, and generates advice as output to help improve the client code. We demonstrate our critic by applying it to a real-world example derived from the Java Swing Forum. © 2012 IEEE.";"API, AWT/Swing, Critic, Symbolic Execution"
"Andersch M., Chi C.C., Juurlink B.";"Programming parallel embedded and consumer applications in OpenMP superscalar";"In this paper, we evaluate the performance and usability of the parallel programming model OpenMP Superscalar (OmpSs), apply it to 10 different benchmarks and compare its performance with corresponding POSIX threads implementations. Copyright © 2012 ACM.";"Consumer, Embedded, OmpSs, OpenMP superscalar"
"Uddin G., Dagenais B., Robillard M.P.";"Temporal analysis of API usage concepts";"Software reuse through Application Programming Interfaces (APIs) is an integral part of software development. The functionality offered by an API is not always accessed uniformly throughout the lifetime of a client program. We propose Temporal API Usage Pattern Mining to detect API usage patterns in terms of their time of introduction into client programs. We detect concepts as distinct groups of API functionality from the change history of a client program. We locate those concepts in the client change history and detect temporal usage patterns, where a pattern contains a set of concepts that were added into the client program in a specific temporal order. We investigated the properties of temporal API usage patterns through a multiple-case study of three APIs and their use in up to 19 client software projects. Our technique was able to detect a number of valuable patterns in two out of three of the APIs investigated. Further investigation showed some patterns to be relatively consistent between clients, produced by multiple developers, and not trivially derivable from program structure or API documentation. © 2012 IEEE.";"API Usability, API Usage, Mining Software Repositories, Software Reuse, Usage Pattern"
"Nguyen A.T., Nguyen T.T., Nguyen H.A., Tamrawi A., Nguyen H.V., Al-Kofahi J., Nguyen T.N.";"Graph-based pattern-oriented, context-sensitive source code completion";"Code completion helps improve developers' programming productivity. However, the current support for code completion is limited to context-free code templates or a single method call of the variable on focus. Using software libraries for development, developers often repeat API usages for certain tasks. Thus, a code completion tool could make use of API usage patterns. In this paper, we introduce GraPacc, a graph-based, pattern-oriented, context-sensitive code completion approach that is based on a database of such patterns. GraPacc represents and manages the API usage patterns of multiple variables, methods, and control structures via graph-based models. It extracts the context-sensitive features from the code under editing, e.g. the API elements on focus and their relations to other code elements. Those features are used to search and rank the patterns that are most fitted with the current code. When a pattern is selected, the current code will be completed via a novel graph-based code completion algorithm. Empirical evaluation on several real-world systems shows that GraPacc has a high level of accuracy in code completion. © 2012 IEEE.";"API usage pattern, pattern-based code completion"
"Nguyen A.T., Nguyen H.A., Nguyen T.T., Nguyen T.N.";"GraPacc: A graph-based pattern-oriented, context-sensitive code completion tool";"Code completion tool plays an important role in daily development activities. It helps developers by auto-completing tedious and detailed code during an editing session. However, existing code completion tools are limited to recommending only context-free code templates and a single method call of the variable under editing. We introduce GraPacc, an advanced, context-sensitive code completion tool that is based on frequent API usage patterns. It extracts the context-sensitive features from the code under editing, for example, the API elements on focus and the current editing point, and their relations to other code elements. It then ranks the relevant API usage patterns and auto-completes the current code with the proper elements according to the chosen pattern. © 2012 IEEE.";"Pattern-oriented Code Completion, Usage Pattern"
"Zhang C., Yang J., Zhang Y., Fan J., Zhang X., Zhao J., Ou P.";"Automatic parameter recommendation for practical API usage";"Programmers extensively use application programming interfaces (APIs) to leverage existing libraries and frameworks. However, correctly and efficiently choosing and using APIs from unfamiliar libraries and frameworks is still a non-trivial task. Programmers often need to ruminate on API documentations (that are often incomplete) or inspect code examples (that are often absent) to learn API usage patterns. Recently, various techniques have been proposed to alleviate this problem by creating API summarizations, mining code examples, or showing common API call sequences. However, few techniques focus on recommending API parameters. In this paper, we propose an automated technique, called Precise, to address this problem. Differing from common code completion systems, Precise mines existing code bases, uses an abstract usage instance representation for each API usage example, and then builds a parameter usage database. Upon a request, Precise queries the database for abstract usage instances in similar contexts and generates parameter candidates by concretizing the instances adaptively. The experimental results show that our technique is more general and applicable than existing code completion systems, specially, 64% of the parameter recommendations are useful and 53% of the recommendations are exactly the same as the actual parameters needed. We have also performed a user study to show our technique is useful in practice. © 2012 IEEE.";"API, argument, code completion, parameter, recommendation"
"Pradel M., Jaspan C., Aldrich J., Gross T.R.";"Statically checking API protocol conformance with mined multi-object specifications";"Programmers using an API often must follow protocols that specify when it is legal to call particular methods. Several techniques have been proposed to find violations of such protocols based on mined specifications. However, existing techniques either focus on single-object protocols or on particular kinds of bugs, such as missing method calls. There is no practical technique to find multi-object protocol bugs without a priori known specifications. In this paper, we combine a dynamic analysis that infers multi-object protocols and a static checker of API usage constraints into a fully automatic protocol conformance checker. The combined system statically detects illegal uses of an API without human-written specifications. Our approach finds 41 bugs and code smells in mature, real-world Java programs with a true positive rate of 51%. Furthermore, we show that the analysis reveals bugs not found by state of the art approaches. © 2012 IEEE.";"Specification mining, Static analysis, Typestate"
"Buse R.P.L., Weimer W.";"Synthesizing API usage examples";"Key program interfaces are sometimes documented with usage examples: concrete code snippets that characterize common use cases for a particular data type. While such documentation is known to be of great utility, it is burdensome to create and can be incomplete, out of date, or not representative of actual practice. We present an automatic technique for mining and synthesizing succinct and representative human-readable documentation of program interfaces. Our algorithm is based on a combination of path sensitive dataflow analysis, clustering, and pattern abstraction. It produces output in the form of well-typed program snippets which document initialization, method calls, assignments, looping constructs, and exception handling. In a human study involving over 150 participants, 82% of our generated examples were found to be at least as good at human-written instances and 94% were strictly preferred to state of the art code search. © 2012 IEEE."
"Cuibus M., Potolea R.";"Adaptable swarm intelligence framework";"Modern software systems must be continuously adapted to current performance and usability requirements. Indicators like overhead, computational complexity, parameter tuning, or ease of design and implementation are getting increasingly harder to accomplish due to constant increase in system dimensions like code size, API (Application Programming Interface), deployment size, component communication, network lag etc. Furthermore, many entities rely on classic, highly deterministic algorithms that are little or not capable of changing strategies on the fly. Lately, bio-inspired algorithms have successfully tackled this problem with significant, positive results. We propose a framework that may prove useful in obtaining better performance by automatically selecting and combining the best swarm intelligence algorithms with the best parameter selection. Copyright 2012 ACM.";"Adaptable, Ant colony optimization, Framework, Genetic algorithms, Swarm intelligence"
"Schreckling D., Posegga J., Hausknecht D.";"Constroid: Data-centric access control for android";"We introduce Constroid, a data-centric security policy management framework for Android. It defines a new middleware which allows the developer to specify well defined data items of fine granularity. For these data items, Constroid administrates security policies which are based on the usage control model. They can only be modified by the user of an application not by the applications itself. We use Con-stroid's middle-ware to protect the security policies, ensure consistency between a data item and its corresponding security policy, and describe how our prototype implementation can enforce a subset of possible usage control policies. In this way, our contribution shows how we overcome the rigid API-driven approach to security in Android. The structure and implementation of our framework is presented and discussed in terms of security, performance, and usability. © 2012 ACM.";"access control, Android, applied security, privacy, usage control"
"Wu Y., Shao P.";"Middleware-based distributed data acquisition and control in smart home networks";"For each of the networking techniques widely adopted in the field of home appliance control has its strength and weakness, it is more desirable to use multiple network technologies at the same time. Multi-platform smart home system would be an objective existence. In general point to point method, with the increasing of underlying hardware units and upper applications, the complexity of the central control unit will increase linearly. By using a universal home control middleware adapter, we decouple the application layer from the hardware layer, and make it possible to enable distributed data acquisition and control in a multi-platform smart home system. Many validated methods efficient to implement distributed data acquisition and control are discussed under this architecture, like using a timer or special thread with the unified API of the middleware adapter, redefinition callback or delegation functions for one type of the application interface, or using middleware integrated database to directly save the collected data. For each of these discussed methods, higher quality and usability both of devices and user interfaces, higher performance, lower production costs and loose-coupled hardware networks of different technologies are concerned. © 2012 Springer-Verlag GmbH."
"Tan S.H., Marinov D., Tan L., Leavens G.T.";"@tComment: Testing javadoc comments to detect comment-code inconsistencies";"Code comments are important artifacts in software. Javadoc comments are widely used in Java for API specifications. API developers write Javadoc comments, and API users read these comments to understand the API, e.g., reading a Javadoc comment for a method instead of reading the method body. An inconsistency between the Javadoc comment and body for a method indicates either a fault in the body or, effectively, a fault in the comment that can mislead the method callers to introduce faults in their code. We present a novel approach, called @TCOMMENT, for testing Javadoc comments, specifically method properties about null values and related exceptions. Our approach consists of two components. The first component takes as input source files for a Java project and automatically analyzes the English text in Javadoc comments to infer a set of likely properties for a method in the files. The second component generates random tests for these methods, checks the inferred properties, and reports inconsistencies. We evaluated @TCOMMENT on seven open-source projects and found 29 inconsistencies between Javadoc comments and method bodies. We reported 16 of these inconsistencies, and 5 have already been confirmed and fixed by the developers. © 2012 IEEE.";"comment analysis, random testing, test generation"
"Jin H., Kellogg M., Mehrotra P.";"Using compiler directives for accelerating CFD applications on GPUs";"As the current trend of parallel systems is towards a cluster of multi-core nodes enhanced with accelerators, software development for such systems has become a major challenge. Both low-level and high-level programming models have been developed to address complex hierarchical structures at different hardware levels and to ease the programming effort. However, achieving the desired performance goal is still not a simple task. In this study, we describe our experience with using the accelerator directives developed by the Portland Group to port a computational fluid dynamics (CFD) application benchmark to a general-purpose GPU platform. Our work focuses on the usability of this approach and examines the programming effort and achieved performance on two Nvidia GPU-based systems. The study shows very promising results in terms of programmability as well as performance when compared to other approaches such as the CUDA programming model. © 2012 Springer-Verlag.";"Accelerator Directives, GPU Programming, Performance Evaluation"
"Gruetz R., Focke N.K., Hoheisel A., Krefting D., Loehnhardt B., Viezens F., Dickmann F.";"Enabling parallel computing of a brain connectivity map using the MediGRID-infrastructure and FSL";"The non-invasive method to track fibers of the human brain by analyzing diffusion weighted magnetic resonance images improves research of human brain structures and becomes therefore increasingly important. With fiber tracking, a connectivity map which depicts the degree of connectivity of the single voxels can be generated and used to improve knowledge about the human brain. Several tools exist to produce connectivity maps. One of them is part of the FMRIB Software Library (FSL) and free for non-commercial purposes. Due to long and therefore impracticable computing time on small computer cluster solutions, a GUI and the necessary software were implemented for the German MediGRID infrastructure. This was achieved by using wrapper scripts and a workflow for the Generic Workflow Execution Service (GWES). The solution is about 15 times faster than a small local cluster installation, depending on the number of employed MediGRID resources. This enables processing of connectivity maps for practical use in biomedical research. By using the D-Grid infrastructure, this solution is also suitable for small institutes without compute center capacities. For usability reasons, the GUI ConBrain was developed. © 2012 IEEE.";"Brain connectivity map, FSL, GWES, HEALTHGRID, MRI, Tractography, XML"
"Lo D., Ramalingam G., Ranganath V.-P., Vaswani K.";"Mining quantified temporal rules: Formalism, algorithms, and evaluation";"Libraries usually impose constraints on how clients should use them. Often these constraints are not well-documented. In this paper, we address the problem of recovering such constraints automatically, a problem referred to as specification mining. Given some client programs that use a given library, we identify constraints on the library usage that are (almost) satisfied by the given set of clients. The class of rules we target for mining combines simple binary temporal operators with state predicates (composed of equality constraints) and quantification. This is a simple yet expressive subclass of temporal properties (LTL formulae) that allows us to capture many common API usage rules. We focus on recovering rules from execution traces and apply classical data mining concepts to be robust against bugs (API usage rule violations) in clients. We present new algorithms for mining rules from execution traces. We show how a propositional rule mining algorithm can be generalized to treat quantification and state predicates in a unified way. Our approach enables the miner to be complete (i.e. , mine all rules within the targeted class that are satisfied by the given traces) while avoiding an exponential blowup. We have implemented these algorithms and used them to mine API usage rules for several Windows APIs. Our experiments show the efficiency and effectiveness of our approach. © 2010 Elsevier B.V. All rights reserved.";"Dynamic analysis, Quantification, Reverse engineering, Specification mining, Temporal rules"
"Maia R., Cerqueira R., De Souza C.S., Guisasola-Gorham T.";"A qualitative human-centric evaluation of flexibility in middleware implementations";"Today middleware is much more powerful, more reliable and faster than it used to be. Nevertheless, for the application developer, the complexity of using middleware platforms has increased accordingly. The volume and variety of application contexts that current middleware technologies have to support require that developers be able to anticipate the widest possible range of execution environments, desired and undesired effects of different programming strategies, handling procedures for runtime errors, and so on. This paper shows how a generic framework designed to evaluate the usability of notations (the Cognitive Dimensions of Notations Framework, or CDN) has been instantiated and used to analyze the cognitive challenges involved in adapting middleware platforms. This human-centric perspective allowed us to achieve novel results compared to existing middleware evaluation research, typically centered around system performance metrics. The focus of our study is on the process of adapting middleware implementations, rather than in the end product of this activity. Our main contributions are twofold. First, we describe a qualitative CDN-based method to analyze the cognitive effort made by programmers while adapting middleware implementations. And second, we show how two platforms designed for flexibility have been compared, suggesting that certain programming language design features might be particularly helpful for developers. © 2011 Springer Science+Business Media, LLC.";"API evaluation, Cognitive Dimensions of Notations, Middleware evaluation, Programmer experience, Qualitative methods"
"Scheller T., Kuhn E.";"Influencing factors on the usability of API classes and methods";"Usability is an important quality attribute for APIs. To create APIs with good usability, appropriate measurement methods are needed. But currently available methods are cost- and time-expensive and the results are not objective and therefore hard to quantify. API design guidelines give a good overview about important usability factors, but lack a scientific basis. When looking at scientific API usability studies, only a very small area of API design has been researched yet. Existing results don't give enough basis for a good API usability measurement method. In this paper we identify influencing usability factors for the two most common concepts of APIs: classes and methods. We therefore conduct a study with 20 programmers and 2 different API variants and evaluate how differences between the APIs influence usability when instantiating classes and calling methods. The results build a basis for API usability measurement methods and should help design more usable APIs. © 2012 IEEE.";"API Design, API Usability, Usability Measurement, Usability Studies"
"Bauer V., Heinemann L.";"Understanding API usage to support informed decision making in software maintenance";"Reuse of third-party libraries promises significant productivity improvements in software development. However, dependencies on external libraries and their APIs also introduce risks to a project and impact strategic decisions during development and maintenance. Informed decision making therefore requires a thorough understanding of the extent and nature of dependencies on external APIs. As realistically sized applications are often heavily entangled with various external APIs, gaining this understanding is infeasible with manual inspections only. To address this, we present an automated approach to analyze the dependencies of software projects on external APIs. The approach is supported by a static analysis tool featuring a visualization of the analysis results. We evaluate the approach as well as the tooling on multiple open source Java systems. © 2012 IEEE.";"API, Library, Software maintenance, Software reuse"
"Mühlberg J.T., Lüttgen G.";"Verifying compiled file system code";"This article presents a case study on retrospective verification of the Linux Virtual File System (VFS), which is aimed at checking violations of API usage rules and memory properties. Since VFS maintains dynamic data structures and is written in a mixture of C and inlined assembly, modern software model checkers cannot be applied. Our case study centres around our novel automated software verification tool, the SOCA Verifier, which symbolically executes and analyses compiled code.We describe how this verifier deals with complex features such as memory access, pointer aliasing and computed jumps in the VFS implementation, while reducing manual modelling to a minimum. Our results show that the SOCA Verifier is capable of analysing the complex Linux VFS implementation reliably and efficiently, thereby going beyond traditional testing tools and into niches that current software model checkers do not reach. This testifies to the SOCA Verifier's suitability as an effective and efficient bug-finding tool during the development of operating system components. © 2011 BCS.";"Case study, Linux virtual file system, Model checking, Object code analysis, Symbolic execution"
